Authors,Author(s) ID,Title,Year,Source_Title,Volume,Issue,Art. No.,Page start,Page end,Page count,Citation,DOI,Link,Abstract,Author Keywords,Document_Type,Publication_Stage,Open Access,Source,EID
"Khan M.N.I., Ghosh S.",57192204252;55267696500;,Comprehensive study of security and privacy of emerging non-volatile memories,2021,Journal of Low Power Electronics and Applications,11,4,36,,,,,10.3390/jlpea11040036,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116927864&doi=10.3390%2fjlpea11040036&partnerID=40&md5=1ff9ea893c5f869c3f56fc165ed51d33,"Several promising non-volatile memories (NVMs) such as magnetic RAM (MRAM), spin-transfer torque RAM (STTRAM), ferroelectric RAM (FeRAM), resistive RAM (RRAM), and phase-change memory (PCM) are being investigated to keep the static leakage within a tolerable limit. These new technologies offer high density and consume zero leakage power and can bridge the gap between processor and memory. The desirable properties of emerging NVMs make them suitable candidates for several applications including replacement of conventional memories. However, their unique characteristics introduce new data privacy and security issues. Some of them are already available in the market as discrete chips or a part of full system implementation. They are considered to become ubiquitous in future computing devices. Therefore, it is important to ensure their security/privacy issues. Note that these NVMs can be considered for cache, main memory, or storage application. They are also suitable to implement in-memory computation which increases system throughput and eliminates von Neumann bottleneck. Compute-capable NVMs impose new security and privacy challenges that are fundamentally different than their storage counterpart. This work identifies NVM vulnerabilities and attack vectors originating from the device level all the way to circuits and systems, considering both storage and compute applications. We also summarize the circuit/system-level countermeasures to make the NVMs robust against security and privacy issues. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Data privacy; Data security; Ferroelectric RAM (FeRAM); In-memory computing; Magnetic RAM (MRAM); Non-volatile memory; Phase-change memory (PCM); Resistive RAM (RRAM); Spin-transfer torque ram (STTRAM); Storage,Review,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85116927864
"Nath R.D., Chowdhury M.A.F.",57223265815;56879770200;,Shadow banking: a bibliometric and content analysis,2021,Financial Innovation,7,1,68,,,,,10.1186/s40854-021-00286-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116080166&doi=10.1186%2fs40854-021-00286-6&partnerID=40&md5=1102c665e4c8601ba5fd8113c99c1272,"This study reports on our systematic review of 2008–2021 literature on shadow banking. We present an overview of the shadow banking sector, wherein we discuss the definitions, evolution, functions, and specific activities that comprise it. We conducted a bibliometric analysis using the VOSviewer bibliometric tool on articles collected from the Scopus database, after which we conducted content analysis on top articles from leading sources, and identified four major streams of shadow banking literature. Additionally, we identified gaps in the literature and proposed seven research questions to be addressed in future studies to advance knowledge of the shadow banking sector. The findings of this review may serve as a robust reference for scholars researching various aspects of shadow banking to develop our understanding of this sector. © 2021, The Author(s).",Bibliometric analysis; Content analysis; Review study; Shadow banking; VOSviewer,Review,Final,"All Open Access, Gold",Scopus,2-s2.0-85116080166
"Wang S., Zhang K., Chao L., Li D., Tian X., Bao H., Chen G., Xia Y.",57224905123;55333061800;57195600277;57194348273;57275482200;34771146500;57203202648;57275457900;,Exploring the utility of radar and satellite-sensed precipitation and their dynamic bias correction for integrated prediction of flood and landslide hazards,2021,Journal of Hydrology,603,,126964,,,,,10.1016/j.jhydrol.2021.126964,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115889695&doi=10.1016%2fj.jhydrol.2021.126964&partnerID=40&md5=730ad85c663d32ee46161f3395cc9164,"It is important to develop the integrated flood and landslide modeling system driven by radar and satellite to predict these hazards to mitigate their damages. In this study, we investigated the utility of the C-band, one-polarization radar quantitative precipitation estimation (QPE) and the Global Satellite Mapping of Precipitation (GSMaP) satellite QPE for the integrated prediction of floods and landslides in two hilly basins of southern Shaanxi Province of China. We further developed a dynamic bias correction to reduce uncertainty in radar and satellite QPEs using gauge observations and explored the impacts of gauge density and spatial resolution of QPE on the effectiveness of bias correction. Our results show that the radar and GSMaP QPEs have respective large negative and positive biases. The bias-correction method has significantly improved the quality of both radar and GSMaP QPEs and the associated accuracies in the simulated hydrological processes and slope stability. The bias-correction method with a correction time interval of 24 h can achieve the optimal results for both radar and GSMaP QPEs. Although gauge density and spatial resolution impact the accuracy of the bias-corrected methods for both radar and GSMaP, inclusion of the observations from even a small number of rain gauges will be helpful for reducing the uncertainty in the radar and satellite QPEs. © 2021 The Author(s)",,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85115889695
"Tokazhanov G., Tleuken A., Durdyev S., Otesh N., Guney M., Turkyilmaz A., Karaca F.",57203901568;57201584666;55132047800;57240573600;36105934300;26659343100;8632194500;,Stakeholder based weights of new sustainability indicators providing pandemic resilience for residential buildings,2021,Sustainable Cities and Society,75,,103300,,,,2,10.1016/j.scs.2021.103300,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113975301&doi=10.1016%2fj.scs.2021.103300&partnerID=40&md5=66cdf929ef73829facfebf34d2e36f47,"During COVID-19, the building and service characteristics of residential buildings turned out to be more critical due to lockdowns. The present research assesses the importance of new sustainability indicators for residential buildings in three categories (e.g., Health and Safety, Environmental Resources Consumption, and Comfort) that provide resilience for pandemic periods. The opinions of stakeholders on the identified indicators were collected and then analyzed. ‘Health and Safety’ category is found to be the most critical among the others. The prevention of virus propagation, mental health, and building air quality are three crucial indicators playing essential roles in the health and safety category. In more detail, innovative smart technologies, including touchless technologies, are identified as a priority in preventing virus propagation. Outdoor spaces and safe indoor places for socialization are weighted as essential in supporting the well-being and mental health of the resident. Finally, air filtration and segregation of medical waste indicators are considered critical in preventing the spread of viruses. There was a consensus among the local and international experts since they did not significantly report differing opinions for the majority of the indicators. However, there was a shift in experts’ opinions towards pandemic-oriented indicators compared to conventional sustainability indicators. © 2021 Elsevier Ltd",Coronavirus; COVID-19; Green buildings; SARS-CoV-2; Stakeholder assessment; Sustainability assessment; Sustainability rating tools,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85113975301
"Siyoucef H., Afif B., Kobibi Y.I.D., Ghouali S., Merabet B., Motahhir S.",57222741046;56748112200;55820232700;56406531100;36703331100;57189293481;,Performance Analysis and Techno-Economic Optimization of Green Energy Systems for Remote Areas in the Maghreb,2021,Technology and Economics of Smart Grids and Sustainable Energy,6,1,12,,,,,10.1007/s40866-021-00111-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113712970&doi=10.1007%2fs40866-021-00111-0&partnerID=40&md5=ecb945db1c2387bdb98918657b6dd7d4,"All interventions that enhance livelihoods of poor rural families in remote areas of the Maghreb will positively impact standard living, involve technological solutions, and likely enhance agricultural production, which in turn can further contribute to poverty reduction. Hybrid green energy systems (HGESs) have been more exploited to supply a mobile base transceiver station (BTS) by clean electricity, or assess the energy availability in smart grids (SGs) of such areas. In this paper, a HGES has been modeled to produce energy from PV/Wind HGES in grid-connected BTS or SG sites, using MATLAB to solve a theoretical model, and simulated with a suitable configuration for performance analysis and optimal sizing. A techno-economic simulation, carried out using the HOMER package, has evaluated such HGES feeding BTS or SG in a remote area-prototype (RAP) of the Maghreb, and optimized the size and assess hybrid PV-Wind system based on weather conditions for RAP. The results may impact rural livelihood and improve standard living of people in such countries. © 2021, The Author(s), under exclusive licence to Springer Nature Singapore Pte Ltd.",Assessment; HOMER; Hybrid energy System; Maghreb; Matlab; Sustainable energy,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85113712970
"Keshavarzi M., Rahmani-Asl M.",57209175703;55780886100;,GenFloor: Interactive generative space layout system via encoded tree graphs,2021,Frontiers of Architectural Research,10,4,,771,786,,,10.1016/j.foar.2021.07.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113225979&doi=10.1016%2fj.foar.2021.07.003&partnerID=40&md5=b239d03403b1b672e38cbc51f1ee7762,"Automated floorplanning or space layout planning has been a long-standing NP-hard problem in the field of computer-aided design, with applications in integrated circuits, architecture, urbanism, and operational research. In this paper, we introduce GenFloor, an interactive design system that takes geometrical, topological, and performance goals and constraints as input and provides optimized spatial design solutions as output. As part of our work, we propose three novel permutation methods for existing space layout graph representations, namely O-Tree and B?-Tree representations. We implement our proposed floorplanning methods as a package for Dynamo, a visual programming tool, with a custom GUI and additional evaluation functionalities to facilitate designers in their generative design workflow. Furthermore, we illustrate the performance of GenFloor in two sets of case-study experiments for residential floorplanning tasks by (a) measuring the ability of the proposed system to find a known optimal solution, and (b) observing how the system can generate diverse floorplans while addressing given a constant residential design problem. Our results indicate that convergence to the global optimum is achieved while offering a diverse set of solutions of a residential floorplan corresponding to local optimums of the solution landscape. © 2021 The Authors",Floorplanning; Generative design; Optimization; Optioneering; Performance-based design; Space layout,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85113225979
"Chaudhary S., Dhir A., Ferraris A., Bertoldi B.",57201504845;54790820000;56168763600;36082524500;,Trust and reputation in family businesses: A systematic literature review of past achievements and future promises,2021,Journal of Business Research,137,,,143,161,,,10.1016/j.jbusres.2021.07.052,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113138004&doi=10.1016%2fj.jbusres.2021.07.052&partnerID=40&md5=d35eb91c340218ad843e2017a217c482,"Family businesses have traditionally been recognised for their trustworthiness and reputation. Interestingly, the extant literature suggests the influence of reputation and trust on family businesses’ long-term financial success. However, despite the increasing attention the topic has received, a comprehensive overview of trust and reputation in family businesses remains lacking. The current study aims to critically examine and review the extant research on trust and reputation in the context of family businesses and uncover current research trends and future research opportunities. We identified and critically analysed 93 studies through a stringent search protocol and content analysis to achieve the research objective. Based on thematic analysis, we identified four clusters reflecting family business research on trust and reputation. The key outcome is the elucidation of research themes and potential research questions exploring drivers and consequences of trust and reputation. The findings indicate that trust and reputation are crucial for developing relationships with stakeholders and achieving economic and non-economic goals. We integrate our findings into a theoretical framework that can serve to motivate future research. We conclude by clarifying the limitations of our research, offering actionable implications for researchers and family business managers and attempting theory development by raising new research questions. © 2021 The Authors",Family businesses; Reputation; Systematic literature review; Trust; Trustworthiness,Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85113138004
"Kashyap R., Verkroost F.C.J.",55639864400;57226419644;,Analysing global professional gender gaps using LinkedIn advertising data,2021,EPJ Data Science,10,1,39,,,,,10.1140/epjds/s13688-021-00294-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111502625&doi=10.1140%2fepjds%2fs13688-021-00294-7&partnerID=40&md5=561a789a672487229c1cb6993b5568b4,"Although women’s participation in tertiary education and the labour force has expanded over the past decades, women continue to be underrepresented in technical and managerial occupations. We analyse if gender inequalities also manifest themselves in online populations of professionals by leveraging audience estimates from LinkedIn’s advertisement platform to explore gender gaps among LinkedIn users across countries, ages, industries and seniorities. We further validate LinkedIn gender gaps against ground truth professional gender gap indicators derived from the International Labour Organization’s (ILO) Statistical Database, and examine the feasibility and biases of predicting global professional gender gap indicators using gender gaps computed from LinkedIn’s online population. We find that women are significantly underrepresented relative to men on LinkedIn in countries in Africa, the Middle East and South Asia, among older individuals, in Science, Technology, Engineering and Mathematics (STEM) fields and higher-level managerial positions. Furthermore, a simple, aggregate indicator of the female-to-male ratio of LinkedIn users, which we term the LinkedIn Gender Gap Index (GGI), shows strong positive correlations with ILO ground truth professional gender gaps. A parsimonious regression model using the LinkedIn GGI to predict ILO professional gender gaps enables us to expand country coverage of different ILO indicators, albeit with better performance for general professional gender gaps than managerial gender gaps. Nevertheless, predictions generated using the LinkedIn population show some distinctive biases. Notably, we find that in countries where there is greater gender inequality in internet access, LinkedIn data predict greater gender equality than the ground truth, indicating an overrepresentation of high status women online in these settings. Our work contributes to a growing literature seeking to harness the ‘data revolution’ for global sustainable development by evaluating the potential of a novel data source for filling gender data gaps and monitoring key indicators linked to women’s economic empowerment. © 2021, The Author(s).",Data for Development; Digital Demography; Gender; LinkedIn; Sustainable Development Goals,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85111502625
"Nuiaa R.R., Manickam S., Alsaeedi A.H.",57226309117;6701579429;57219177058;,Distributed reflection denial of service attack: A critical review,2021,International Journal of Electrical and Computer Engineering,11,6,,5327,5341,,,10.11591/ijece.v11i6.pp5327-5341,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111092404&doi=10.11591%2fijece.v11i6.pp5327-5341&partnerID=40&md5=0bc74d9c6ecbcbe8faa71a920f46bf78,"As the world becomes increasingly connected and the number of users grows exponentially and ""things"" go online, the prospect of cyberspace becoming a significant target for cybercriminals is a reality. Any host or device that is exposed on the internet is a prime target for cyberattacks. A denial-of-service (DoS) attack is accountable for the majority of these cyberattacks. Although various solutions have been proposed by researchers to mitigate this issue, cybercriminals always adapt their attack approach to circumvent countermeasures. One of the modified DoS attacks is known as distributed reflection denial-of-service attack (DRDoS). This type of attack is considered to be a more severe variant of the DoS attack and can be conducted in transmission control protocol (TCP) and user datagram protocol (UDP). However, this attack is not effective in the TCP protocol due to the three-way handshake approach that prevents this type of attack from passing through the network layer to the upper layers in the network stack. On the other hand, UDP is a connectionless protocol, so most of these DRDoS attacks pass through UDP. This study aims to examine and identify the differences between TCP-based and UDP-based DRDoS attacks. © 2021 Institute of Advanced Engineering and Science. All rights reserved.",Amplification attack; DDoS attack; DRDoS attack; Reflection attack; TCP/UDP attacks,Review,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85111092404
"Antwi-Afari P., Owusu-Manu D.-G., Ng S.T., Asumadu G.",57205203073;55136000800;7403358853;57209528792;,Modeling the smartness or smart development levels of developing countries’ cities,2021,Journal of Urban Management,10,4,,369,381,,1,10.1016/j.jum.2021.06.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110438106&doi=10.1016%2fj.jum.2021.06.005&partnerID=40&md5=e5d6025b3439ef44bd992bef99728109,"The race towards smart city status, influenced by the perceived benefits of innovation and sustainability in smart city concepts, has engendered the need to measure the smartness/smart development levels of developing countries' cities to improve upon urban infrastructures. However, various strategies for determining cities' smartness/smart development levels are mostly inconclusive by not considering all the dimensions in urban space in their assessments. This study adopted a fuzzy synthetic evaluation (FSE) technique to model the smartness/smart development levels of a developing country city using a six-dimensional framework which provides a comprehensive perspective on the characterization of urban frameworks of cities. A positivism research philosophy using deductive approach and purposive sampling technique was adopted. Quantitative data were collected from experts using a close-ended questionnaire in which 76 responses were retrieved. The study modeled eight indicators for each of the six dimensions using FSE to determine the smartness/smart development level index of each dimension towards the determination of the overall smartness/smart development level index of the developing country city. After analysis, the developing country city and each of the six dimensions used to characterize the city were determined as fairly developed. The implications of such level of ranking meant that the city is below the acceptable smart city status, and hence, improvement should be made in policy applications along the 48 identified indicators such as empowering human resources, sustainable resource consumption, etc., to propel the six dimensions towards smart city. This study could also serve as a theoretical model for determining the smartness/smart development levels of developing countries’ cities. The study also reveals aspects in the urban framework where policy makers and urban developers could target to improve the smartness/smart development levels of cities towards the smart city status. © 2021 The Authors",Applications; Developing countries. TOPICS; Fuzzy synthetic evaluation; Governance; Indices; Planning; Smart city; Urban framework,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85110438106
"Albalawi Y., Buckley J., Nikolov N.S.",57211228953;9239573700;55822964242;,Investigating the impact of pre-processing techniques and pre-trained word embeddings in detecting Arabic health information on social media,2021,Journal of Big Data,8,1,95,,,,,10.1186/s40537-021-00488-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109183144&doi=10.1186%2fs40537-021-00488-w&partnerID=40&md5=8941475f380f0cf2a01d4c64e28ca083,"This paper presents a comprehensive evaluation of data pre-processing and word embedding techniques in the context of Arabic document classification in the domain of health-related communication on social media. We evaluate 26 text pre-processings applied to Arabic tweets within the process of training a classifier to identify health-related tweets. For this task we use the (traditional) machine learning classifiers KNN, SVM, Multinomial NB and Logistic Regression. Furthermore, we report experimental results with the deep learning architectures BLSTM and CNN for the same text classification problem. Since word embeddings are more typically used as the input layer in deep networks, in the deep learning experiments we evaluate several state-of-the-art pre-trained word embeddings with the same text pre-processing applied. To achieve these goals, we use two data sets: one for both training and testing, and another for testing the generality of our models only. Our results point to the conclusion that only four out of the 26 pre-processings improve the classification accuracy significantly. For the first data set of Arabic tweets, we found that Mazajak CBOW pre-trained word embeddings as the input to a BLSTM deep network led to the most accurate classifier with F1 score of 89.7%. For the second data set, Mazajak Skip-Gram pre-trained word embeddings as the input to BLSTM led to the most accurate model with F1 score of 75.2% and accuracy of 90.7% compared to F1 score of 90.8% achieved by Mazajak CBOW for the same architecture but with lower accuracy of 70.89%. Our results also show that the performance of the best of the traditional classifier we trained is comparable to the deep learning methods on the first dataset, but significantly worse on the second dataset. © 2021, The Author(s).",Deep learning; Health information; Machine learning; Natural language processing; Pre-trained word embeddings; Social media; Twitter,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85109183144
"Quayyum F., Cruzes D.S., Jaccheri L.",57211181961;9844349100;6508386763;,Cybersecurity awareness for children: A systematic literature review,2021,International Journal of Child-Computer Interaction,30,,100343,,,,2,10.1016/j.ijcci.2021.100343,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108780264&doi=10.1016%2fj.ijcci.2021.100343&partnerID=40&md5=ab5256841699f93b0d762a31fde6f0ea,"Cybersecurity for children has received much attention and has become a rapidly growing topic due to the increased availability of the internet to children and their consequent exposure to various online risks. This paper aims to summarize the current findings on cybersecurity awareness research for children and help guide future studies. We have performed a systematic literature review on cybersecurity awareness for children, analyzing 56 peer-reviewed studies that report in depth on various cybersecurity risks and awareness-raising approaches. The results of this review include a list of cybersecurity risks for children, a list of commonly used approaches and theories for raising cybersecurity awareness among children, and a list of factors that researchers have considered when evaluating cybersecurity awareness approaches and solutions. © 2021",Awareness; Children; Cybersecurity; Online security; Systematic literature review,Review,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85108780264
